dimensions,width,height
"(263, 192)",263,192
"(256, 197)",256,197
"(225, 225)",225,225
"(522, 522)",522,522
"(298, 280)",298,280
"(290, 174)",290,174
"(201, 251)",201,251
"(275, 183)",275,183
"(284, 177)",284,177
"(275, 183)",275,183
"(194, 259)",194,259
"(440, 440)",440,440
"(183, 275)",183,275
"(271, 186)",271,186
"(500, 500)",500,500
"(225, 225)",225,225
"(300, 300)",300,300
"(259, 194)",259,194
"(1200, 800)",1200,800
"(428, 428)",428,428
"(318, 159)",318,159
"(640, 700)",640,700
"(177, 285)",177,285
"(508, 340)",508,340
"(249, 203)",249,203
"(259, 194)",259,194
"(800, 531)",800,531
"(201, 280)",201,280
"(400, 241)",400,241
"(210, 240)",210,240
"(225, 225)",225,225
"(1080, 1920)",1080,1920
"(251, 201)",251,201
"(259, 194)",259,194
"(265, 190)",265,190
"(1600, 900)",1600,900
"(284, 177)",284,177
"(275, 183)",275,183
"(290, 174)",290,174
"(265, 190)",265,190
"(390, 280)",390,280
"(301, 168)",301,168
"(510, 340)",510,340
"(1162, 1162)",1162,1162
"(275, 183)",275,183
"(319, 280)",319,280
"(480, 343)",480,343
"(275, 183)",275,183
"(225, 225)",225,225
"(183, 276)",183,276
"(258, 196)",258,196
"(510, 340)",510,340
"(303, 166)",303,166
"(275, 183)",275,183
"(850, 513)",850,513
"(728, 410)",728,410
"(276, 183)",276,183
"(745, 1080)",745,1080
"(199, 253)",199,253
"(275, 184)",275,184
"(275, 183)",275,183
"(3198, 1801)",3198,1801
"(310, 163)",310,163
"(211, 239)",211,239
"(275, 183)",275,183
"(300, 168)",300,168
"(1280, 855)",1280,855
"(225, 225)",225,225
"(360, 360)",360,360
"(204, 248)",204,248
"(201, 251)",201,251
"(225, 225)",225,225
"(1600, 1246)",1600,1246
"(800, 482)",800,482
"(1200, 667)",1200,667
"(284, 177)",284,177
"(424, 119)",424,119
"(275, 183)",275,183
"(275, 183)",275,183
"(1023, 730)",1023,730
"(225, 225)",225,225
"(259, 194)",259,194
"(800, 523)",800,523
"(275, 183)",275,183
"(199, 253)",199,253
"(259, 416)",259,416
"(612, 408)",612,408
"(275, 183)",275,183
"(281, 179)",281,179
"(226, 223)",226,223
"(275, 183)",275,183
"(1500, 1000)",1500,1000
"(1000, 1333)",1000,1333
"(1429, 924)",1429,924
"(232, 217)",232,217
"(401, 600)",401,600
"(900, 600)",900,600
"(173, 280)",173,280
"(616, 822)",616,822
"(225, 225)",225,225
"(920, 767)",920,767
"(225, 225)",225,225
"(301, 167)",301,167
"(1024, 683)",1024,683
"(800, 400)",800,400
"(275, 183)",275,183
"(225, 225)",225,225
"(275, 183)",275,183
"(279, 180)",279,180
"(2000, 1333)",2000,1333
"(552, 624)",552,624
"(187, 269)",187,269
"(245, 206)",245,206
"(480, 360)",480,360
"(284, 177)",284,177
"(168, 300)",168,300
"(250, 201)",250,201
"(261, 193)",261,193
"(225, 225)",225,225
"(850, 478)",850,478
"(380, 132)",380,132
"(300, 300)",300,300
"(284, 177)",284,177
"(260, 194)",260,194
"(255, 197)",255,197
"(1280, 720)",1280,720
"(509, 360)",509,360
"(1600, 1000)",1600,1000
"(275, 184)",275,184
"(600, 600)",600,600
"(275, 183)",275,183
"(1000, 904)",1000,904
"(435, 116)",435,116
"(177, 284)",177,284
"(267, 189)",267,189
"(284, 177)",284,177
"(275, 183)",275,183
"(710, 480)",710,480
"(283, 178)",283,178
"(2560, 1600)",2560,1600
"(259, 194)",259,194
"(728, 485)",728,485
"(1080, 608)",1080,608
"(586, 440)",586,440
"(178, 283)",178,283
"(260, 194)",260,194
"(183, 276)",183,276
"(460, 345)",460,345
"(183, 275)",183,275
"(225, 225)",225,225
"(299, 168)",299,168
"(1800, 1800)",1800,1800
"(275, 183)",275,183
"(600, 400)",600,400
"(539, 360)",539,360
"(292, 173)",292,173
"(279, 181)",279,181
"(241, 209)",241,209
"(241, 209)",241,209
"(225, 225)",225,225
"(389, 129)",389,129
"(275, 183)",275,183
"(266, 190)",266,190
"(275, 183)",275,183
"(275, 183)",275,183
"(275, 183)",275,183
"(183, 275)",183,275
"(275, 183)",275,183
"(472, 360)",472,360
"(500, 194)",500,194
"(225, 225)",225,225
"(290, 174)",290,174
"(600, 400)",600,400
"(700, 933)",700,933
"(2832, 4256)",2832,4256
"(500, 500)",500,500
"(1920, 1201)",1920,1201
"(259, 194)",259,194
"(284, 177)",284,177
"(275, 183)",275,183
"(225, 225)",225,225
"(251, 201)",251,201
"(271, 186)",271,186
"(1500, 1049)",1500,1049
"(1200, 1200)",1200,1200
"(277, 182)",277,182
"(1200, 1200)",1200,1200
"(199, 253)",199,253
"(1080, 608)",1080,608
"(275, 183)",275,183
"(295, 171)",295,171
"(225, 225)",225,225
"(280, 175)",280,175
"(275, 183)",275,183
"(217, 232)",217,232
"(800, 801)",800,801
"(275, 183)",275,183
"(1000, 1517)",1000,1517
"(275, 183)",275,183
"(318, 159)",318,159
"(279, 180)",279,180
"(292, 173)",292,173
"(276, 183)",276,183
"(300, 168)",300,168
"(276, 183)",276,183
"(300, 168)",300,168
"(259, 194)",259,194
"(225, 225)",225,225
"(275, 183)",275,183
"(1920, 1080)",1920,1080
"(225, 225)",225,225
"(232, 218)",232,218
"(200, 355)",200,355
"(275, 183)",275,183
"(1000, 1333)",1000,1333
"(258, 195)",258,195
"(275, 183)",275,183
"(360, 360)",360,360
"(225, 225)",225,225
"(225, 225)",225,225
"(367, 551)",367,551
"(249, 203)",249,203
"(248, 203)",248,203
"(800, 600)",800,600
"(225, 225)",225,225
"(275, 183)",275,183
"(228, 221)",228,221
"(225, 225)",225,225
"(501, 612)",501,612
"(249, 203)",249,203
"(1200, 1553)",1200,1553
"(318, 159)",318,159
"(259, 194)",259,194
"(284, 177)",284,177
"(1400, 1400)",1400,1400
"(217, 232)",217,232
"(2048, 1152)",2048,1152
"(500, 279)",500,279
"(304, 166)",304,166
"(278, 181)",278,181
"(1920, 1891)",1920,1891
"(2448, 3696)",2448,3696
"(284, 177)",284,177
"(183, 275)",183,275
"(225, 225)",225,225
"(284, 177)",284,177
"(225, 225)",225,225
"(240, 210)",240,210
"(176, 286)",176,286
"(275, 183)",275,183
"(300, 168)",300,168
"(612, 408)",612,408
"(230, 219)",230,219
"(183, 275)",183,275
"(275, 183)",275,183
"(225, 225)",225,225
"(275, 183)",275,183
"(720, 810)",720,810
"(2000, 2000)",2000,2000
"(400, 280)",400,280
"(1296, 1414)",1296,1414
"(203, 248)",203,248
"(225, 225)",225,225
"(275, 183)",275,183
"(225, 225)",225,225
"(275, 183)",275,183
"(259, 194)",259,194
"(223, 226)",223,226
"(800, 533)",800,533
"(275, 183)",275,183
"(168, 300)",168,300
"(186, 270)",186,270
"(577, 577)",577,577
"(1280, 853)",1280,853
"(1600, 1067)",1600,1067
"(232, 217)",232,217
"(225, 225)",225,225
"(225, 225)",225,225
"(225, 225)",225,225
"(266, 190)",266,190
"(275, 183)",275,183
"(512, 396)",512,396
"(480, 343)",480,343
"(1600, 559)",1600,559
"(1500, 1500)",1500,1500
"(608, 608)",608,608
"(275, 183)",275,183
"(259, 194)",259,194
"(800, 973)",800,973
"(275, 183)",275,183
"(640, 960)",640,960
"(512, 512)",512,512
"(225, 225)",225,225
"(350, 252)",350,252
"(235, 215)",235,215
"(213, 237)",213,237
"(800, 1420)",800,1420
"(213, 237)",213,237
"(550, 309)",550,309
"(600, 900)",600,900
"(798, 418)",798,418
"(275, 183)",275,183
"(213, 236)",213,236
"(285, 177)",285,177
"(259, 194)",259,194
"(209, 247)",209,247
"(642, 642)",642,642
"(500, 500)",500,500
"(275, 183)",275,183
"(225, 225)",225,225
"(201, 251)",201,251
"(284, 177)",284,177
"(310, 162)",310,162
"(284, 177)",284,177
"(275, 183)",275,183
"(360, 360)",360,360
"(300, 168)",300,168
"(168, 299)",168,299
"(225, 225)",225,225
"(648, 432)",648,432
"(920, 540)",920,540
"(1600, 1518)",1600,1518
"(315, 160)",315,160
"(225, 225)",225,225
"(252, 200)",252,200
"(284, 177)",284,177
"(626, 418)",626,418
"(276, 183)",276,183
"(284, 177)",284,177
"(225, 225)",225,225
"(275, 183)",275,183
"(259, 194)",259,194
"(640, 514)",640,514
"(225, 225)",225,225
"(277, 182)",277,182
"(388, 516)",388,516
"(311, 162)",311,162
"(284, 177)",284,177
"(190, 266)",190,266
"(225, 225)",225,225
"(271, 186)",271,186
"(612, 612)",612,612
"(275, 183)",275,183
"(225, 225)",225,225
"(284, 177)",284,177
"(289, 174)",289,174
"(225, 225)",225,225
"(225, 225)",225,225
"(1200, 538)",1200,538
"(284, 178)",284,178
"(225, 225)",225,225
"(600, 600)",600,600
"(910, 1274)",910,1274
"(225, 225)",225,225
"(1600, 1213)",1600,1213
"(275, 183)",275,183
"(318, 159)",318,159
"(275, 183)",275,183
"(1080, 1080)",1080,1080
"(225, 225)",225,225
"(275, 183)",275,183
"(258, 195)",258,195
"(275, 183)",275,183
"(183, 276)",183,276
"(275, 183)",275,183
"(195, 259)",195,259
"(204, 248)",204,248
"(225, 225)",225,225
"(225, 225)",225,225
"(1200, 667)",1200,667
"(259, 194)",259,194
"(265, 300)",265,300
"(1200, 900)",1200,900
"(284, 177)",284,177
"(682, 340)",682,340
"(500, 500)",500,500
"(225, 225)",225,225
"(268, 188)",268,188
"(275, 183)",275,183
"(225, 225)",225,225
"(469, 500)",469,500
"(275, 183)",275,183
"(608, 561)",608,561
"(1000, 1349)",1000,1349
"(275, 183)",275,183
"(183, 275)",183,275
"(275, 183)",275,183
"(600, 398)",600,398
"(225, 225)",225,225
"(1080, 719)",1080,719
"(1264, 866)",1264,866
"(275, 183)",275,183
"(850, 567)",850,567
"(224, 280)",224,280
"(284, 177)",284,177
"(225, 225)",225,225
"(284, 177)",284,177
"(500, 500)",500,500
"(1920, 1080)",1920,1080
"(266, 190)",266,190
"(275, 183)",275,183
"(278, 181)",278,181
"(960, 413)",960,413
"(407, 124)",407,124
"(580, 580)",580,580
"(275, 183)",275,183
"(301, 167)",301,167
"(198, 255)",198,255
"(363, 612)",363,612
"(275, 183)",275,183
"(225, 225)",225,225
"(275, 183)",275,183
"(1200, 609)",1200,609
"(300, 168)",300,168
"(275, 183)",275,183
"(259, 194)",259,194
"(183, 275)",183,275
"(208, 243)",208,243
"(284, 177)",284,177
"(275, 183)",275,183
"(275, 183)",275,183
"(336, 150)",336,150
"(275, 183)",275,183
"(728, 485)",728,485
"(212, 238)",212,238
"(266, 190)",266,190
"(1080, 1920)",1080,1920
"(600, 600)",600,600
"(612, 408)",612,408
"(275, 184)",275,184
"(1500, 1001)",1500,1001
"(225, 225)",225,225
"(262, 192)",262,192
"(259, 194)",259,194
"(284, 177)",284,177
"(290, 174)",290,174
"(729, 300)",729,300
"(312, 312)",312,312
"(331, 152)",331,152
"(510, 340)",510,340
"(300, 300)",300,300
"(168, 300)",168,300
"(300, 168)",300,168
"(276, 183)",276,183
"(276, 183)",276,183
"(310, 162)",310,162
"(270, 186)",270,186
"(223, 226)",223,226
"(500, 500)",500,500
"(1400, 933)",1400,933
"(300, 168)",300,168
"(275, 183)",275,183
"(450, 306)",450,306
"(660, 400)",660,400
"(1600, 1200)",1600,1200
"(1067, 1067)",1067,1067
"(900, 903)",900,903
"(1500, 1000)",1500,1000
"(182, 277)",182,277
"(1000, 667)",1000,667
"(198, 255)",198,255
"(651, 651)",651,651
"(183, 275)",183,275
"(251, 201)",251,201
"(1920, 1200)",1920,1200
"(412, 284)",412,284
"(800, 532)",800,532
"(225, 225)",225,225
"(275, 183)",275,183
"(234, 216)",234,216
"(211, 239)",211,239
"(225, 225)",225,225
"(259, 194)",259,194
"(259, 194)",259,194
"(1920, 1200)",1920,1200
"(640, 360)",640,360
"(280, 180)",280,180
"(275, 183)",275,183
"(540, 960)",540,960
"(1600, 1069)",1600,1069
"(168, 299)",168,299
"(275, 183)",275,183
"(600, 600)",600,600
"(1300, 1390)",1300,1390
"(225, 225)",225,225
"(225, 225)",225,225
"(183, 275)",183,275
"(239, 211)",239,211
"(1600, 900)",1600,900
"(300, 168)",300,168
"(1080, 1756)",1080,1756
"(225, 225)",225,225
"(318, 159)",318,159
"(225, 225)",225,225
"(168, 299)",168,299
"(225, 224)",225,224
"(1920, 1097)",1920,1097
"(251, 201)",251,201
"(345, 264)",345,264
"(540, 360)",540,360
"(1024, 768)",1024,768
"(282, 179)",282,179
"(299, 168)",299,168
"(301, 167)",301,167
"(407, 280)",407,280
"(600, 600)",600,600
"(612, 408)",612,408
"(183, 275)",183,275
"(360, 573)",360,573
"(1000, 1502)",1000,1502
"(180, 280)",180,280
"(225, 225)",225,225
"(275, 183)",275,183
"(600, 900)",600,900
"(415, 233)",415,233
"(1920, 1080)",1920,1080
"(183, 275)",183,275
"(642, 642)",642,642
"(3391, 2261)",3391,2261
"(275, 183)",275,183
"(275, 183)",275,183
"(1300, 1096)",1300,1096
"(800, 530)",800,530
"(225, 225)",225,225
"(1600, 900)",1600,900
"(659, 439)",659,439
"(608, 608)",608,608
"(225, 225)",225,225
"(1920, 1200)",1920,1200
"(188, 268)",188,268
"(1500, 400)",1500,400
"(900, 600)",900,600
"(312, 162)",312,162
"(180, 280)",180,280
"(299, 168)",299,168
"(299, 168)",299,168
"(1407, 2036)",1407,2036
"(1600, 1200)",1600,1200
"(337, 149)",337,149
"(300, 246)",300,246
"(281, 179)",281,179
"(259, 194)",259,194
"(281, 179)",281,179
"(275, 183)",275,183
"(275, 183)",275,183
"(360, 360)",360,360
"(900, 521)",900,521
"(300, 300)",300,300
"(1269, 1414)",1269,1414
"(225, 225)",225,225
"(423, 422)",423,422
"(375, 562)",375,562
"(225, 225)",225,225
"(294, 172)",294,172
"(600, 400)",600,400
"(368, 460)",368,460
"(183, 275)",183,275
"(642, 642)",642,642
"(400, 400)",400,400
"(600, 600)",600,600
"(237, 212)",237,212
"(300, 168)",300,168
"(225, 225)",225,225
"(390, 280)",390,280
"(600, 600)",600,600
"(284, 177)",284,177
"(194, 259)",194,259
"(275, 183)",275,183
"(299, 168)",299,168
"(500, 326)",500,326
"(183, 275)",183,275
"(195, 259)",195,259
"(272, 185)",272,185
"(300, 168)",300,168
"(600, 338)",600,338
"(600, 400)",600,400
"(251, 201)",251,201
"(910, 1618)",910,1618
"(272, 185)",272,185
"(260, 194)",260,194
"(168, 300)",168,300
"(750, 375)",750,375
"(1000, 1778)",1000,1778
"(284, 177)",284,177
"(215, 235)",215,235
"(510, 340)",510,340
"(425, 368)",425,368
"(400, 400)",400,400
"(1440, 1280)",1440,1280
"(600, 600)",600,600
"(275, 183)",275,183
"(225, 225)",225,225
"(275, 183)",275,183
"(275, 183)",275,183
"(273, 184)",273,184
"(268, 188)",268,188
"(259, 194)",259,194
"(297, 170)",297,170
"(284, 177)",284,177
"(400, 300)",400,300
"(248, 203)",248,203
"(612, 406)",612,406
"(299, 168)",299,168
"(239, 211)",239,211
"(275, 183)",275,183
"(238, 212)",238,212
"(275, 183)",275,183
"(225, 225)",225,225
"(275, 183)",275,183
"(225, 225)",225,225
"(900, 600)",900,600
"(300, 168)",300,168
"(317, 159)",317,159
"(640, 426)",640,426
"(275, 183)",275,183
"(480, 720)",480,720
"(275, 183)",275,183
"(338, 601)",338,601
"(277, 182)",277,182
"(225, 225)",225,225
"(800, 503)",800,503
"(266, 190)",266,190
"(728, 455)",728,455
"(700, 900)",700,900
"(225, 225)",225,225
"(262, 193)",262,193
"(320, 203)",320,203
"(612, 408)",612,408
"(188, 268)",188,268
"(300, 300)",300,300
"(259, 194)",259,194
"(265, 190)",265,190
"(225, 225)",225,225
"(300, 300)",300,300
"(183, 275)",183,275
"(275, 183)",275,183
"(800, 400)",800,400
"(300, 168)",300,168
"(444, 113)",444,113
"(1920, 1080)",1920,1080
"(1000, 667)",1000,667
"(275, 183)",275,183
"(177, 285)",177,285
"(700, 900)",700,900
"(360, 267)",360,267
"(275, 183)",275,183
"(168, 299)",168,299
"(224, 225)",224,225
"(284, 177)",284,177
"(198, 255)",198,255
"(275, 183)",275,183
"(275, 183)",275,183
"(369, 136)",369,136
"(1080, 1440)",1080,1440
"(230, 219)",230,219
"(290, 174)",290,174
"(225, 225)",225,225
"(735, 657)",735,657
"(194, 259)",194,259
"(225, 225)",225,225
"(300, 168)",300,168
"(275, 183)",275,183
"(275, 183)",275,183
"(212, 238)",212,238
"(194, 259)",194,259
"(275, 183)",275,183
"(450, 612)",450,612
"(225, 225)",225,225
"(640, 360)",640,360
"(276, 183)",276,183
"(590, 350)",590,350
"(225, 225)",225,225
"(215, 235)",215,235
"(360, 511)",360,511
"(275, 183)",275,183
"(238, 211)",238,211
"(760, 380)",760,380
"(466, 466)",466,466
"(168, 300)",168,300
"(1024, 753)",1024,753
"(300, 168)",300,168
"(182, 276)",182,276
"(282, 179)",282,179
"(168, 300)",168,300
"(225, 225)",225,225
"(510, 340)",510,340
"(225, 225)",225,225
"(300, 168)",300,168
"(235, 214)",235,214
"(300, 300)",300,300
"(300, 168)",300,168
"(168, 300)",168,300
"(850, 748)",850,748
"(275, 183)",275,183
"(931, 942)",931,942
"(233, 216)",233,216
"(275, 183)",275,183
"(1920, 1080)",1920,1080
"(224, 225)",224,225
"(800, 800)",800,800
"(168, 300)",168,300
"(259, 194)",259,194
"(275, 183)",275,183
"(612, 409)",612,409
"(225, 225)",225,225
"(600, 600)",600,600
"(612, 459)",612,459
"(275, 183)",275,183
"(168, 299)",168,299
"(390, 280)",390,280
"(230, 219)",230,219
"(1200, 900)",1200,900
"(225, 225)",225,225
"(480, 343)",480,343
"(418, 267)",418,267
"(270, 270)",270,270
"(334, 151)",334,151
"(798, 418)",798,418
"(197, 255)",197,255
"(225, 225)",225,225
"(800, 743)",800,743
"(259, 194)",259,194
"(300, 168)",300,168
"(275, 183)",275,183
"(284, 177)",284,177
"(660, 372)",660,372
"(700, 900)",700,900
"(1600, 1600)",1600,1600
"(510, 510)",510,510
"(700, 900)",700,900
"(1000, 667)",1000,667
"(311, 162)",311,162
"(170, 297)",170,297
"(284, 177)",284,177
"(1000, 1000)",1000,1000
"(183, 275)",183,275
"(152, 331)",152,331
"(325, 467)",325,467
"(246, 205)",246,205
"(275, 183)",275,183
"(211, 239)",211,239
"(1280, 853)",1280,853
"(268, 188)",268,188
"(235, 214)",235,214
"(168, 300)",168,300
"(310, 163)",310,163
"(1600, 1167)",1600,1167
"(425, 340)",425,340
"(225, 225)",225,225
"(301, 167)",301,167
"(500, 608)",500,608
"(275, 183)",275,183
"(600, 400)",600,400
"(300, 300)",300,300
"(275, 183)",275,183
"(284, 177)",284,177
"(910, 1618)",910,1618
"(183, 275)",183,275
"(284, 177)",284,177
"(642, 642)",642,642
"(2560, 1600)",2560,1600
"(612, 408)",612,408
"(318, 159)",318,159
"(1920, 1200)",1920,1200
"(225, 225)",225,225
"(253, 199)",253,199
"(389, 260)",389,260
"(250, 202)",250,202
"(300, 168)",300,168
"(206, 244)",206,244
"(418, 626)",418,626
"(390, 280)",390,280
"(1000, 1499)",1000,1499
"(213, 237)",213,237
"(347, 280)",347,280
"(224, 280)",224,280
"(347, 280)",347,280
"(720, 480)",720,480
"(968, 1080)",968,1080
"(212, 238)",212,238
"(1000, 1000)",1000,1000
"(1024, 685)",1024,685
"(275, 183)",275,183
"(276, 183)",276,183
"(334, 151)",334,151
"(720, 720)",720,720
"(168, 299)",168,299
"(600, 403)",600,403
"(250, 202)",250,202
"(376, 520)",376,520
"(168, 299)",168,299
"(269, 312)",269,312
"(300, 168)",300,168
"(275, 183)",275,183
"(660, 535)",660,535
"(300, 168)",300,168
"(1200, 630)",1200,630
"(299, 168)",299,168
"(295, 171)",295,171
"(260, 280)",260,280
"(225, 225)",225,225
"(1500, 1200)",1500,1200
"(231, 218)",231,218
"(351, 143)",351,143
"(800, 1148)",800,1148
"(186, 271)",186,271
"(600, 242)",600,242
"(626, 447)",626,447
"(600, 600)",600,600
"(223, 226)",223,226
"(225, 225)",225,225
"(389, 129)",389,129
"(168, 300)",168,300
"(225, 224)",225,224
"(291, 173)",291,173
"(1600, 1135)",1600,1135
"(275, 183)",275,183
"(453, 340)",453,340
"(1080, 1620)",1080,1620
"(225, 225)",225,225
"(276, 183)",276,183
"(600, 400)",600,400
"(589, 900)",589,900
"(1920, 1280)",1920,1280
"(576, 864)",576,864
"(284, 177)",284,177
"(1000, 625)",1000,625
"(168, 300)",168,300
"(216, 233)",216,233
"(255, 197)",255,197
"(259, 194)",259,194
"(225, 225)",225,225
"(1200, 803)",1200,803
"(746, 994)",746,994
"(284, 177)",284,177
"(184, 275)",184,275
"(205, 246)",205,246
"(292, 172)",292,172
"(183, 275)",183,275
"(330, 153)",330,153
"(250, 202)",250,202
"(800, 1200)",800,1200
"(480, 480)",480,480
"(168, 299)",168,299
"(1000, 1000)",1000,1000
"(408, 612)",408,612
"(194, 259)",194,259
"(600, 600)",600,600
"(284, 177)",284,177
"(285, 177)",285,177
"(272, 186)",272,186
"(612, 413)",612,413
"(1200, 857)",1200,857
"(275, 183)",275,183
"(236, 314)",236,314
"(200, 251)",200,251
"(225, 225)",225,225
"(318, 159)",318,159
"(284, 177)",284,177
"(616, 822)",616,822
"(303, 166)",303,166
"(259, 194)",259,194
"(181, 279)",181,279
"(270, 187)",270,187
"(183, 275)",183,275
"(1000, 1500)",1000,1500
"(194, 259)",194,259
"(265, 190)",265,190
"(300, 168)",300,168
"(1200, 675)",1200,675
"(920, 803)",920,803
"(406, 124)",406,124
"(262, 193)",262,193
"(225, 224)",225,224
"(168, 299)",168,299
"(275, 183)",275,183
"(274, 184)",274,184
"(284, 177)",284,177
"(600, 400)",600,400
"(510, 340)",510,340
"(275, 183)",275,183
"(1244, 1368)",1244,1368
"(275, 183)",275,183
"(277, 182)",277,182
"(275, 183)",275,183
"(265, 190)",265,190
"(194, 259)",194,259
"(350, 697)",350,697
"(1200, 675)",1200,675
"(300, 168)",300,168
"(349, 144)",349,144
"(275, 183)",275,183
"(300, 168)",300,168
"(300, 168)",300,168
"(299, 168)",299,168
"(281, 179)",281,179
"(170, 297)",170,297
"(275, 183)",275,183
"(271, 186)",271,186
"(498, 498)",498,498
"(1365, 2048)",1365,2048
"(560, 999)",560,999
"(480, 480)",480,480
"(612, 429)",612,429
"(251, 201)",251,201
"(275, 183)",275,183
"(184, 280)",184,280
"(301, 167)",301,167
"(250, 202)",250,202
"(225, 225)",225,225
"(354, 142)",354,142
"(259, 194)",259,194
"(275, 183)",275,183
"(275, 183)",275,183
"(580, 784)",580,784
"(275, 183)",275,183
"(313, 200)",313,200
"(584, 389)",584,389
"(201, 251)",201,251
"(300, 168)",300,168
"(275, 183)",275,183
"(284, 177)",284,177
"(168, 299)",168,299
"(271, 280)",271,280
"(275, 183)",275,183
"(1000, 723)",1000,723
"(168, 300)",168,300
"(284, 177)",284,177
"(190, 266)",190,266
"(300, 168)",300,168
"(360, 440)",360,440
"(640, 480)",640,480
"(183, 275)",183,275
"(225, 225)",225,225
"(213, 237)",213,237
"(225, 225)",225,225
"(1023, 1007)",1023,1007
"(284, 177)",284,177
"(2359, 4194)",2359,4194
"(720, 960)",720,960
"(850, 525)",850,525
"(299, 168)",299,168
"(1280, 960)",1280,960
"(250, 202)",250,202
"(338, 601)",338,601
"(275, 183)",275,183
"(622, 1023)",622,1023
"(187, 269)",187,269
"(580, 784)",580,784
"(390, 280)",390,280
"(189, 266)",189,266
"(734, 340)",734,340
"(300, 168)",300,168
"(207, 243)",207,243
"(235, 294)",235,294
"(300, 168)",300,168
"(168, 300)",168,300
"(300, 168)",300,168
"(205, 246)",205,246
"(1600, 1000)",1600,1000
"(700, 467)",700,467
"(225, 225)",225,225
"(275, 183)",275,183
"(236, 314)",236,314
"(616, 411)",616,411
"(600, 401)",600,401
"(300, 168)",300,168
"(360, 240)",360,240
"(540, 319)",540,319
"(259, 194)",259,194
"(500, 500)",500,500
"(920, 1380)",920,1380
"(827, 905)",827,905
"(259, 194)",259,194
"(300, 168)",300,168
"(275, 183)",275,183
"(260, 280)",260,280
"(512, 512)",512,512
"(1414, 2120)",1414,2120
"(259, 194)",259,194
"(275, 183)",275,183
"(1067, 712)",1067,712
"(300, 168)",300,168
"(275, 183)",275,183
"(612, 408)",612,408
"(1000, 1531)",1000,1531
"(1024, 1024)",1024,1024
"(612, 407)",612,407
"(2560, 1600)",2560,1600
"(194, 259)",194,259
"(347, 280)",347,280
"(177, 284)",177,284
"(640, 640)",640,640
"(211, 239)",211,239
"(449, 340)",449,340
"(194, 259)",194,259
"(275, 183)",275,183
"(324, 156)",324,156
"(480, 720)",480,720
"(300, 168)",300,168
"(275, 183)",275,183
"(201, 251)",201,251
"(284, 177)",284,177
"(225, 225)",225,225
"(183, 275)",183,275
"(510, 340)",510,340
"(225, 225)",225,225
"(1424, 2144)",1424,2144
"(194, 259)",194,259
"(168, 299)",168,299
"(275, 183)",275,183
"(728, 410)",728,410
"(222, 227)",222,227
"(1280, 1707)",1280,1707
"(259, 194)",259,194
"(259, 194)",259,194
"(183, 275)",183,275
"(275, 183)",275,183
"(168, 299)",168,299
"(800, 400)",800,400
"(348, 251)",348,251
"(335, 150)",335,150
"(1200, 1200)",1200,1200
"(201, 251)",201,251
"(236, 314)",236,314
"(276, 183)",276,183
"(270, 187)",270,187
"(300, 168)",300,168
"(800, 504)",800,504
"(494, 612)",494,612
"(307, 164)",307,164
"(225, 225)",225,225
"(275, 183)",275,183
"(275, 183)",275,183
"(312, 162)",312,162
"(194, 259)",194,259
"(375, 250)",375,250
"(259, 194)",259,194
"(252, 200)",252,200
"(168, 300)",168,300
"(808, 454)",808,454
"(320, 240)",320,240
"(168, 300)",168,300
"(1000, 1400)",1000,1400
"(1000, 664)",1000,664
"(275, 183)",275,183
"(1920, 1200)",1920,1200
"(1024, 683)",1024,683
"(260, 194)",260,194
"(234, 215)",234,215
"(1300, 1024)",1300,1024
"(265, 190)",265,190
"(239, 211)",239,211
"(510, 340)",510,340
"(187, 269)",187,269
"(183, 275)",183,275
"(301, 167)",301,167
"(1280, 1280)",1280,1280
"(275, 183)",275,183
"(194, 259)",194,259
"(800, 737)",800,737
"(612, 400)",612,400
"(225, 225)",225,225
"(268, 188)",268,188
"(265, 190)",265,190
"(600, 441)",600,441
"(299, 168)",299,168
"(275, 183)",275,183
"(225, 225)",225,225
"(599, 453)",599,453
"(219, 230)",219,230
"(275, 183)",275,183
"(389, 129)",389,129
"(177, 285)",177,285
"(163, 309)",163,309
"(720, 1280)",720,1280
"(465, 310)",465,310
"(263, 191)",263,191
"(1920, 1080)",1920,1080
"(640, 709)",640,709
"(168, 300)",168,300
"(219, 230)",219,230
"(654, 980)",654,980
"(301, 167)",301,167
"(195, 259)",195,259
"(275, 183)",275,183
"(3006, 2000)",3006,2000
"(768, 512)",768,512
"(900, 1018)",900,1018
"(550, 687)",550,687
"(281, 280)",281,280
"(290, 174)",290,174
"(275, 183)",275,183
"(183, 275)",183,275
"(1200, 1689)",1200,1689
"(1920, 1080)",1920,1080
"(275, 183)",275,183
"(250, 202)",250,202
"(1920, 1080)",1920,1080
"(237, 213)",237,213
"(275, 183)",275,183
"(266, 190)",266,190
"(883, 589)",883,589
"(250, 202)",250,202
"(259, 194)",259,194
"(348, 315)",348,315
"(275, 183)",275,183
"(276, 183)",276,183
"(275, 183)",275,183
"(220, 331)",220,331
"(225, 225)",225,225
"(316, 416)",316,416
"(262, 192)",262,192
"(201, 250)",201,250
"(300, 168)",300,168
"(225, 225)",225,225
"(226, 223)",226,223
"(275, 183)",275,183
"(267, 189)",267,189
"(176, 286)",176,286
"(640, 436)",640,436
"(1024, 576)",1024,576
"(276, 183)",276,183
"(275, 183)",275,183
"(1200, 797)",1200,797
"(582, 612)",582,612
